iter	RMSE
131	49.14561226
132	49.14455194
133	49.14449391
134	49.14449655
135	49.14449391
136	49.14430928
137	49.14430928
138	49.144304
139	49.144304
140	49.144304
141	49.144304
142	49.14430664
143	49.14429345
144	49.14429345
145	49.14429081
146	49.14429345
147	49.14429081
148	49.14429081
149	49.14429081
150	49.14429345
151	49.14429345
152	49.14429345
153	49.14429081
154	49.14429081
155	49.14429081
156	49.14287701
157	49.14288228
158	49.14287964
159	49.14287964
160	49.14244178
161	49.14236792
162	49.14223603
163	49.14223603
164	49.14223867
165	49.14223867
166	49.14223603
167	49.14223603
168	49.14223603
169	49.14223603
170	49.14223867
171	49.12593981
172	49.12589759
173	49.10949037
174	49.10949037
175	49.10945341
176	49.09281626
177	49.09262087
178	49.07589348
179	49.06218038
180	49.05378578
181	49.05378578
182	49.05348718
183	49.05348189
184	49.03887437
185	49.03887966
186	49.03263571
187	49.03182674
188	49.03123983
189	49.03123983
190	49.03110236
191	49.03109972
192	49.03110236
193	49.03109972
194	49.03109972
195	49.03109972
196	49.03109972
197	49.03109707
198	49.03109972
199	49.03109972
200	49.03109707
201	49.03109707
202	49.03109972
203	49.03109972
204	49.03099661
205	49.03099925
206	49.03099661
207	49.03099661
208	49.03099397
209	49.03099397
210	49.03099397
211	49.03099397
212	49.0310019
213	49.03094373
214	49.03094373
215	49.03094638
216	49.03094109
217	49.03094373
218	49.03094373
219	49.03094373
220	49.03094373
221	49.03094638
222	49.03094638
223	49.03094373
224	49.02488122
225	49.02173201
226	49.00536398
227	49.00534017
228	49.00534546
229	49.00532694
230	49.00483759
231	49.00483759
232	49.00482965
233	49.00482701
234	49.00482436
235	49.00482172
236	49.00481378
237	49.00481114
238	49.00481378
239	49.00481643
240	49.00481378
241	49.00481378
242	49.00481378
243	49.00480585
244	49.00044906
245	48.99535639
246	48.98692388
247	48.98507949
248	48.97918597
249	48.97812999
250	48.97789444
251	48.97789708
252	48.97789444
253	48.97789179
254	48.97692841
255	48.97692312
256	48.97692312
257	48.96815919
258	48.96815654
259	48.95917924
260	48.95912099
261	48.95901243
262	48.95244849
263	48.9524273
264	48.95025854
265	48.94669669
266	48.9374903
267	48.92997506
268	48.92992472
269	48.92989293
270	48.91771295
271	48.9176573
272	48.91764406
273	48.91764406
274	48.91762551
275	48.91152509
276	48.90694796
277	48.90694796
278	48.9069082
279	48.90688965
280	48.90687375
281	48.90684194
282	48.90683134
283	48.90679688
284	48.90676773
285	48.90675978
286	48.90675978
287	48.90674652
288	48.90674122
289	48.90656629
290	48.90133926
291	48.90133661
292	48.90133661
293	48.88981237
294	48.88975404
295	48.88975139
296	48.88501842
297	48.88501046
298	48.88500781
299	48.88500781
300	48.88500781
301	48.88500781
302	48.88431572
303	48.88431838
304	48.88431307
305	48.8842733
306	48.8842733
307	48.88427065
308	48.8842733
309	48.88427065
310	48.88365545
311	48.87777887
312	48.87778152
313	48.87777622
314	48.87777887
315	48.87623005
316	48.87526202
317	48.87525937
318	48.87525937
319	48.87525671
320	48.87516654
321	48.87516919
322	48.87502597
323	48.8750021
324	48.87499945
325	48.8750021
326	48.8731137
327	48.86721729
328	48.86714567
329	48.86714567
330	48.86714567
331	48.86714567
332	48.86714567
333	48.86713241
334	48.86685919
335	48.85590257
336	48.85590257
337	48.85590257
338	48.85590522
339	48.85589726
340	48.85589992
341	48.85589196
342	48.85589461
343	48.85589196
344	48.8558893
345	48.85584154
346	48.85584154
347	48.83152655
348	48.8315239
349	48.83152655
350	48.83150001
351	48.83149735
352	48.82327815
353	48.82327815
354	48.82327815
355	48.82325426
356	48.82324895
357	48.82324629
358	48.82263033
359	48.82217366
360	48.822171
361	48.82217366
362	48.822171
363	48.81346161
364	48.81345896
365	48.81345896
366	48.80597773
367	48.79565563
368	48.79565298
369	48.78806009
370	48.78804415
371	48.78804149
372	48.78804149
373	48.78425257
374	48.78426054
375	48.78426054
376	48.77339965
377	48.77337042
378	48.77336776
379	48.77333852
380	48.76707653
381	48.76701539
382	48.76702337
383	48.76702071
384	48.75329783
385	48.7532872
386	48.75329251
387	48.75328188
388	48.75327656
389	48.7532739
390	48.75326327
391	48.75326327
392	48.74263747
393	48.74263747
394	48.74263482
395	48.74263482
396	48.73369842
397	48.73369842
398	48.73369842
399	48.73369842
400	48.73369842
401	48.73369576
402	48.73369576
403	48.73369044
404	48.7336931
405	48.7336798
406	48.73368246
407	48.73366118
408	48.73366118
409	48.73365852
410	48.73365852
411	48.73363458
412	48.73362926
413	48.73362926
414	48.73362926
415	48.73363192
416	48.73363192
417	48.73363458
418	48.73363192
419	48.73363192
420	48.7333021
421	48.7333021
422	48.73319836
423	48.73320102
424	48.73320102
425	48.73319836
426	48.73319836
427	48.73319836
428	48.73320102
429	48.7331824
430	48.73316644
431	48.73315846
432	48.73315314
433	48.73314782
434	48.73315048
435	48.73313984
436	48.73313984
437	48.73313984
438	48.73313718
439	48.73313718
440	48.73313718
441	48.73313452
442	48.72650822
443	48.72650556
444	48.72650822
445	48.72650556
446	48.72650556
447	48.72650556
448	48.72650822
449	48.72633264
450	48.72632998
451	48.72633264
452	48.72632998
453	48.72632998
454	48.72632466
455	48.72631136
456	48.72631136
457	48.72585379
458	48.72585379
459	48.72585645
460	48.72585379
461	48.72585113
462	48.72585113
463	48.72585645
464	48.72585113
465	48.72585379
466	48.72585379
467	48.72585113
468	48.72585379
469	48.72585113
470	48.72585379
471	48.72585379
472	48.72458746
473	48.72458746
474	48.72458746
475	48.72459012
476	48.72458746
477	48.7245848
478	48.72458746
479	48.72457948
480	48.72458214
481	48.72457948
482	48.72458214
483	48.72458214
484	48.71977193
485	48.71976661
486	48.71976661
487	48.71976395
488	48.71975863
489	48.71975863
490	48.71975863
491	48.71975597
492	48.71975597
493	48.71975863
494	48.71975331
495	48.71975331
496	48.71975597
497	48.71975331
498	48.71975331
499	48.71974001
500	48.71974001
501	48.71974267
502	48.71945266
503	48.71945
504	48.71945266
505	48.71945266
506	48.71945266
507	48.71945266
508	48.71945266
509	48.71945266
510	48.71945
511	48.71944467
512	48.71944467
513	48.70909359
514	48.69741472
515	48.69616363
516	48.69616629
517	48.69616097
518	48.69614766
519	48.69614766
520	48.696145
521	48.69614766
522	48.68840613
523	48.68839282
524	48.68837951
525	48.68836886
526	48.68836354
527	48.68835821
528	48.68836087
529	48.68835821
530	48.68835022
531	48.68835289
532	48.68835022
533	48.68835022
534	48.68834756
535	48.68834756
536	48.68834756
537	48.68819048
538	48.68698708
539	48.68698441
540	48.68698708
541	48.68698708
542	48.68698708
543	48.68698708
544	48.68698708
545	48.68698708
546	48.68698708
547	48.68686727
548	48.68686727
549	48.6868646
550	48.6868646
551	48.6868646
552	48.6868646
553	48.68686194
554	48.68685928
555	48.68685928
556	48.68685928
557	48.68685928
558	48.68686194
559	48.68685662
560	48.68685662
561	48.68685928
562	48.68685928
563	48.68686194
564	48.68685928
565	48.68685928
566	48.68686194
567	48.68686194
568	48.68685928
569	48.68685928
570	48.68685662
571	48.68685662
572	48.68685662
573	48.68685662
574	48.68685928
575	48.68685928
576	48.68685928
577	48.68685662
578	48.68685662
579	48.68685928
580	48.68685662
581	48.68685928
582	48.68685928
583	48.68685662
584	48.68685662
585	48.68685662
586	48.68685395
587	48.68685395
588	48.68682999
589	48.68682999
590	48.67983791
591	48.67984323
592	48.67984323
593	48.67984323
594	48.67984323
595	48.67983791
596	48.67984323
597	48.67983791
598	48.67984057
599	48.67984057
600	48.67984057
601	48.67984057
602	48.67983791
603	48.67984057
604	48.67984057
605	48.67984057
606	48.67984057
607	48.67984057
608	48.67984057
609	48.67984057
610	48.67984323
611	48.67984323
612	48.67984323
613	48.67984323
614	48.67984057
615	48.67984323
616	48.67984323
617	48.67984323
618	48.67984323
619	48.67984057
620	48.67984057
621	48.66893507
622	48.66893507
623	48.66235064
624	48.66234798
625	48.66234798
626	48.66234531
627	48.65491545
628	48.65056463
629	48.65056463
630	48.65056463
631	48.63784564
632	48.62760514
633	48.62759448
634	48.62722662
635	48.62722395
636	48.62722395
637	48.62721862
638	48.62167096
639	48.61097107
640	48.6109684
641	48.61097107
642	48.6109684
643	48.6109684
644	48.6109684
645	48.6109684
646	48.6109684
647	48.60433345
648	48.60112765
649	48.60111965
650	48.58388687
651	48.58310778
652	48.58018876
653	48.58018876
654	48.58013272
655	48.58013006
656	48.58013006
657	48.58012739
658	48.58013006
659	48.58013006
660	48.58013006
661	48.58013272
662	48.58013272
663	48.58013272
664	48.58013272
665	48.58013272
666	48.58013272
667	48.58013272
668	48.58013006
669	48.58013272
670	48.58013272
671	48.58013272
672	48.58013272
673	48.58012739
674	48.58012739
675	48.58012739
676	48.58012739
677	48.58012739
678	48.58012739
679	48.58008203
680	48.58004467
681	48.58004467
682	48.58004467
683	48.58004467
684	48.58004467
685	48.58004467
686	48.580042
687	48.58004467
688	48.58004467
689	48.58004467
690	48.58004467
691	48.580042
692	48.580042
693	48.580042
694	48.58004467
695	48.58004467
696	48.58004467
697	48.580042
698	48.580042
699	48.58003933
700	48.58003933
701	48.58003933
702	48.580042
703	48.58004467
704	48.580042
705	48.580042
706	48.580042
707	48.580042
708	48.580042
709	48.580042
710	48.580042
711	48.580042
712	48.58003667
713	48.58003933
714	48.58002599
715	48.58002866
716	48.58002866
717	48.58002599
718	48.58002599
719	48.58002866
720	48.58000998
721	48.58000998
722	48.58001265
723	48.58000998
724	48.57991926
725	48.57989258
726	48.5798739
727	48.57987123
728	48.57987123
729	48.57987123
730	48.57987123
731	48.5798739
732	48.5798739
733	48.57986056
734	48.57986056
735	48.57986323
736	48.57986323
737	48.57986323
738	48.57985789
739	48.57985789
740	48.57985789
741	48.57985789
742	48.57986056
743	48.57986056
744	48.57986056
745	48.57986056
746	48.57986056
747	48.57986056
748	48.57986056
749	48.57985789
750	48.57985789
751	48.57985789
752	48.57985789
753	48.57986056
754	48.57986056
755	48.57986056
756	48.57986056
757	48.57986056
758	48.57986056
759	48.57985255
760	48.57984988
761	48.57983921
762	48.57984455
763	48.57984455
764	48.57984188
765	48.57970846
766	48.57971113
767	48.56227856
768	48.56227856
769	48.56227856
770	48.56227856
771	48.5492561
772	48.54312007
773	48.53525265
774	48.53525265
775	48.52469399
776	48.5130776
777	48.51307493
778	48.5086045
779	48.50857511
780	48.50857511
781	48.50181122
782	48.49169704
783	48.49162754
784	48.48138824
785	48.48138557
786	48.4813829
787	48.48138022
788	48.4813829
789	48.4813829
790	48.48138022
791	48.4813829
792	48.48138022
793	48.4813829
794	48.48138022
795	48.48138022
796	48.48138022
797	48.47873316
798	48.47873316
799	48.47873316
800	48.47873583
801	48.47873583
802	48.47873316
803	48.47873316
804	48.47873049
805	48.47872247
806	48.47872247
807	48.47872247
808	48.47393332
809	48.47393332
810	48.47034717
811	48.47034984
812	48.47034717
813	48.47034717
814	48.47034984
815	48.47034717
816	48.47034717
817	48.47034717
818	48.47034984
819	48.47034984
820	48.47034984
821	48.47034984
822	48.47035251
823	48.47034984
824	48.47034717
825	48.47034984
826	48.47034717
827	48.47034984
828	48.47034717
829	48.47034717
830	48.47034717
831	48.47034984
832	48.47034984
833	48.47034984
834	48.47034984
835	48.47034984
836	48.47034984
837	48.47034717
838	48.47034984
839	48.47034984
840	48.47034984
841	48.47034717
842	48.47034984
843	48.47034984
844	48.47035251
845	48.47035251
846	48.47034984
847	48.47034984
848	48.47034984
849	48.47034984
850	48.47034984
851	48.47034984
852	48.47034984
853	48.47034984
854	48.47034984
855	48.47034984
856	48.47034984
857	48.47034984
858	48.47034984
859	48.47034984
860	48.47034984
861	48.47034984
862	48.47034984
863	48.47034984
864	48.47034984
865	48.47034984
866	48.47034984
867	48.47034984
868	48.47034984
869	48.47034984
870	48.47034984
871	48.47034984
872	48.47034984
873	48.47034984
874	48.47034984
875	48.47034984
876	48.47034984
877	48.47034984
878	48.47034984
879	48.47034984
880	48.47034984
881	48.47034984
882	48.47034984
883	48.47034984
884	48.47034984
885	48.47034984
886	48.47034984
887	48.47034717
888	48.47034984
889	48.47033647
890	48.47033112
891	48.47033112
892	48.45896118
893	48.45896118
894	48.45895583
895	48.4589585
896	48.4589585
897	48.4589585
898	48.4589585
899	48.45895583
900	48.45895583
901	48.45895583
902	48.45895583
903	48.4589585
904	48.4589585
905	48.4589585
906	48.45895583
907	48.4589585
908	48.4589585
909	48.4589585
910	48.4589585
911	48.4589585
912	48.45895583
913	48.45895583
914	48.45895583
915	48.4589585
916	48.4589585
917	48.4589585
918	48.4589585
919	48.4589585
920	48.4589585
921	48.4589585
922	48.4589585
923	48.4589585
924	48.45894245
925	48.45894245
926	48.45894245
927	48.45894245
928	48.45894245
929	48.45894245
930	48.45894245
931	48.45893978
932	48.45893978
933	48.45893978
934	48.45889163
935	48.45889163
936	48.45889163
937	48.45888895
938	48.45889163
939	48.4588943
940	48.45884348
941	48.45855993
942	48.45856261
943	48.45856261
944	48.45071088
945	48.45070821
946	48.45069751
947	48.45067878
948	48.45067343
949	48.45067343
950	48.45067343
951	48.45066808
952	48.45067343
953	48.45066808
954	48.45046474
955	48.45045939
956	48.45045939
957	48.45046207
958	48.45045939
959	48.45026944
960	48.45025071
961	48.45024803
962	48.45025071
963	48.44981996
964	48.44982531
965	48.44948552
966	48.44397103
967	48.43539703
968	48.43538365
969	48.43118976
970	48.4311389
971	48.43113623
972	48.4310827
973	48.43108537
974	48.43108537
975	48.43097564
976	48.43097296
977	48.43096493
978	48.42068068
979	48.420678
980	48.420678
981	48.420678
982	48.4206673
983	48.42066462
984	48.41927519
985	48.41927519
986	48.41927519
987	48.41927252
988	48.41927787
989	48.41926716
990	48.41927252
991	48.41926716
992	48.41367961
993	48.411966
994	48.41195529
995	48.41194726
996	48.41194994
997	48.41194726
998	48.41194726
999	48.41194994
1000	48.41194458
1001	48.41194458
1002	48.41194994
1003	48.41186158
1004	48.41186426
1005	48.41186426
1006	48.41186158
1007	48.41186158
1008	48.41186158
1009	48.41185622
1010	48.41016397
1011	48.41016665
1012	48.41016397
1013	48.41012113
1014	48.41011845
1015	48.41009703
1016	48.4095722
1017	48.40957488
1018	48.40953472
1019	48.40953204
1020	48.40953472
1021	48.409524
1022	48.40951597
1023	48.40948919
1024	48.40948384
1025	48.40948384
1026	48.40948116
1027	48.40946242
1028	48.40946242
1029	48.40309978
1030	48.40309978
1031	48.40309711
1032	48.40302748
1033	48.40302748
1034	48.40302748
1035	48.40302748
1036	48.40303283
1037	48.40302748
1038	48.40302748
1039	48.4030248
1040	48.4030248
1041	48.4030248
1042	48.40302748
1043	48.38494454
1044	48.38493918
1045	48.38494186
1046	48.38468199
1047	48.38468199
1048	48.38468199
1049	48.38467128
1050	48.3846686
1051	48.3846686
1052	48.37997731
1053	48.37997731
1054	48.37991837
1055	48.37990229
1056	48.37990765
1057	48.37990497
1058	48.37990497
1059	48.37989425
1060	48.37260323
1061	48.37260323
1062	48.37260591
1063	48.36282387
1064	48.3627649
1065	48.3627649
1066	48.3627649
1067	48.3627649
1068	48.35746033
1069	48.35745496
1070	48.35745765
1071	48.35745496
1072	48.35745765
1073	48.35745496
1074	48.35744692
1075	48.35643097
1076	48.35642829
1077	48.35638808
1078	48.35638004
1079	48.35633179
1080	48.35630766
1081	48.35629158
1082	48.35629426
1083	48.3562889
1084	48.35628086
1085	48.35627549
1086	48.35626745
1087	48.35626477
1088	48.3561495
1089	48.35324359
1090	48.34496185
1091	48.33931476
1092	48.33931744
1093	48.33930671
1094	48.33930671
1095	48.33930135
1096	48.33929867
1097	48.32963326
1098	48.32316355
1099	48.32316355
1100	48.322619
1101	48.322619
1102	48.31612689
1103	48.31481763
1104	48.31459762
1105	48.31390542
1106	48.31388395
1107	48.29669898
1108	48.2966963
1109	48.29652184
1110	48.29652721
1111	48.29644132
1112	48.29644669
1113	48.28792166
1114	48.28791897
1115	48.28791629
1116	48.2879136
1117	48.28791092
1118	48.28790555
1119	48.28790555
1120	48.28790555
1121	48.28788944
1122	48.28788139
1123	48.28786797
1124	48.28786528
1125	48.2878626
1126	48.28785992
1127	48.28341427
1128	48.28340622
1129	48.28340353
1130	48.28340622
1131	48.28339548
1132	48.28339816
1133	48.2833928
1134	48.28338743
1135	48.28338743
1136	48.28338206
1137	48.28337937
1138	48.28338206
1139	48.28337937
1140	48.28338206
1141	48.28309479
1142	48.28309479
1143	48.28309479
1144	48.28309479
1145	48.28309479
1146	48.28308942
1147	48.28309211
1148	48.28309211
1149	48.28308942
1150	48.28308942
1151	48.28308674
1152	48.28308674
1153	48.28308674
1154	48.28308942
1155	48.28308405
1156	48.28308137
1157	48.28308405
1158	48.28308674
1159	48.28308674
1160	48.28308405
1161	48.28308137
1162	48.28308137
1163	48.28308137
1164	48.28308137
1165	48.28308405
1166	48.28308674
1167	48.28308405
1168	48.28308405
1169	48.28308405
1170	48.28308137
1171	48.28308405
1172	48.28308405
1173	48.28308405
1174	48.28250147
1175	48.28250147
1176	48.27942466
1177	48.27941929
1178	48.27849835
1179	48.27849567
1180	48.27849567
1181	48.27849298
1182	48.27849567
1183	48.27849567
1184	48.27727668
1185	48.27727668
1186	48.27728205
1187	48.277274
1188	48.2772552
1189	48.2772552
1190	48.27725788
1191	48.27715585
1192	48.27715585
1193	48.27715585
1194	48.27715317
1195	48.27715317
1196	48.27715317
1197	48.27715585
1198	48.27715317
1199	48.27715317
1200	48.27715317
1201	48.27715048
1202	48.27715317
1203	48.27715317
1204	48.27715585
1205	48.27715048
1206	48.27714243
1207	48.27714243
1208	48.27714243
1209	48.27713706
1210	48.27713706
1211	48.27713706
1212	48.27713706
1213	48.27713706
1214	48.27607109
1215	48.27607377
1216	48.26865159
1217	48.2686489
1218	48.26864353
1219	48.26864353
1220	48.26864622
1221	48.26864622
1222	48.26864353
1223	48.26862473
1224	48.26862473
1225	48.26862473
1226	48.26862205
1227	48.26862742
1228	48.26862205
1229	48.26336621
1230	48.26336621
1231	48.26336352
1232	48.26318626
1233	48.26313523
1234	48.26313523
1235	48.26313255
1236	48.26313255
1237	48.26312717
1238	48.26312986
1239	48.26312717
1240	48.26312717
1241	48.26312449
1242	48.26312717
1243	48.26295259
1244	48.26295259
1245	48.26295259
1246	48.26294991
1247	48.26294991
1248	48.26282367
1249	48.26281562
1250	48.26281562
1251	48.26281562
1252	48.2628183
1253	48.26281562
1254	48.26281025
1255	48.26281025
1256	48.26280756
1257	48.26280756
1258	48.26281025
1259	48.26281025
1260	48.26281025
1261	48.26280756
1262	48.26280756
1263	48.26280487
1264	48.26280219
1265	48.26280487
1266	48.26280487
1267	48.26280487
1268	48.26280219
1269	48.26280219
1270	48.26280487
1271	48.25383872
1272	48.24866993
1273	48.2458677
1274	48.2458677
1275	48.2458677
1276	48.24575217
1277	48.24570381
1278	48.24558559
1279	48.22970132
1280	48.229618
1281	48.22960994
1282	48.22960725
1283	48.22960457
1284	48.22960725
1285	48.22957231
1286	48.22186072
1287	48.22017524
1288	48.22017255
1289	48.22017255
1290	48.22016987
1291	48.22017255
1292	48.22016987
1293	48.22012148
1294	48.22010804
1295	48.22001126
1296	48.22001126
1297	48.21993868
1298	48.21993868
1299	48.21990373
1300	48.21990104
1301	48.21990104
1302	48.21981771
1303	48.21979351
1304	48.21978814
1305	48.21978814
1306	48.21974781
1307	48.219729
1308	48.21971287
1309	48.21963222
1310	48.21963491
1311	48.21963491
1312	48.21962953
1313	48.21961609
1314	48.21204003
1315	48.21200239
1316	48.21200508
1317	48.21200239
1318	48.2119997
1319	48.2119755
1320	48.21197819
1321	48.2119755
1322	48.21194592
1323	48.21194592
1324	48.2119271
1325	48.21192979
1326	48.21192442
1327	48.21191366
1328	48.21190828
1329	48.21190828
1330	48.21190559
1331	48.21190559
1332	48.20395185
1333	48.20395185
1334	48.20395185
1335	48.20389
1336	48.20388462
1337	48.20388462
1338	48.20388462
1339	48.20388193
1340	48.20387924
1341	48.20388193
1342	48.20387924
1343	48.20387924
1344	48.20387924
1345	48.20388462
1346	48.20387386
1347	48.20386579
1348	48.2036668
1349	48.20366411
1350	48.20366411
1351	48.20365604
1352	48.20365604
1353	48.20365335
1354	48.20365604
1355	48.20365604
1356	48.20365335
1357	48.20364797
1358	48.20364797
1359	48.20364797
1360	48.20364797
1361	48.20364797
1362	48.20363991
1363	48.20363991
1364	48.20363991
1365	48.2036426
1366	48.2036426
1367	48.20363991
1368	48.20363991
1369	48.20363991
1370	48.2036426
1371	48.20359419
1372	48.20359419
1373	48.20358612
1374	48.20358881
1375	48.20358881
1376	48.2035915
1377	48.20358612
1378	48.20358881
1379	48.20358881
1380	48.20358612
1381	48.20358612
1382	48.20358612
1383	48.20358612
1384	48.20358612
1385	48.20357806
1386	48.20357806
1387	48.20357806
1388	48.20358075
1389	48.20358075
1390	48.20358075
1391	48.20353234
1392	48.20353234
1393	48.20353234
1394	48.20353234
1395	48.20353234
1396	48.20353234
1397	48.20353234
1398	48.20353234
1399	48.20353234
1400	48.20353503
1401	48.20353503
1402	48.20353503
1403	48.20353503
1404	48.20353503
1405	48.20353503
1406	48.20353503
1407	48.20353503
1408	48.20353503
1409	48.20353503
1410	48.20353503
1411	48.20353503
1412	48.20353503
1413	48.20353503
1414	48.20353234
1415	48.20353234
1416	48.20353234
1417	48.20353503
1418	48.20353503
1419	48.20353503
1420	48.20353234
1421	48.20353234
1422	48.20353503
1423	48.20353503
1424	48.20353234
1425	48.20353234
1426	48.20353503
1427	48.20353234
1428	48.20353234
1429	48.20353234
1430	48.20353234
1431	48.20352965
1432	48.20352965
1433	48.20353234
1434	48.20353234
1435	48.20353234
1436	48.20353234
1437	48.20352965
1438	48.20353234
1439	48.20352965
1440	48.20352965
1441	48.20353234
1442	48.20353234
1443	48.20353234
1444	48.20353234
1445	48.20353234
1446	48.20353234
1447	48.20353234
1448	48.20353234
1449	48.20353234
1450	48.20353234
1451	48.20353234
1452	48.20353234
1453	48.20353234
1454	48.20353234
1455	48.19105043
1456	48.19104774
1457	48.19097511
1458	48.19097511
1459	48.19097242
1460	48.19096973
1461	48.19097242
1462	48.19097242
1463	48.19096704
1464	48.19094014
1465	48.19094283
1466	48.19094283
1467	48.19094014
1468	48.19094283
1469	48.19094283
1470	48.19094283
1471	48.19094014
1472	48.19094014
1473	48.19094283
1474	48.19094283
1475	48.19093745
1476	48.19079489
1477	48.19078951
1478	48.1907922
1479	48.19079489
1480	48.1907922
1481	48.1907922
1482	48.19078951
1483	48.1907922
1484	48.19079489
1485	48.1907922
1486	48.19078951
1487	48.1907922
1488	48.1907922
1489	48.19079489
1490	48.1907922
1491	48.19070882
1492	48.18608204
1493	48.18607935
1494	48.18608204
1495	48.18607935
1496	48.18607666
1497	48.18606859
1498	48.18606859
1499	48.18547408
1500	48.18547408
1501	48.18547677
1502	48.18547946
1503	48.18547677
1504	48.18547677
1505	48.18547677
1506	48.18547408
1507	48.18547408
1508	48.18547408
1509	48.18547677
1510	48.18545255
1511	48.18545524
1512	48.18545524
1513	48.18545255
1514	48.18545524
1515	48.18544717
1516	48.1854122
1517	48.1854122
1518	48.18540682
1519	48.18540682
1520	48.18540951
1521	48.18540951
1522	48.17828277
1523	48.17828008
1524	48.17828008
1525	48.17828008
1526	48.17827739
1527	48.17827739
1528	48.17827739
1529	48.17827739
1530	48.17827739
1531	48.17827739
1532	48.17827739
1533	48.1782747
1534	48.17828008
1535	48.17312203
1536	48.17311933
1537	48.17312203
1538	48.17311126
1539	48.172748
1540	48.17273992
1541	48.17262153
1542	48.16643214
1543	48.16642676
1544	48.16642676
1545	48.16642407
1546	48.16629489
1547	48.16629489
1548	48.1662922
1549	48.15838744
1550	48.15281807
1551	48.1528073
1552	48.1527427
1553	48.15274
1554	48.1527427
1555	48.15273731
1556	48.15274
1557	48.15254349
1558	48.15237928
1559	48.15129977
1560	48.15129439
1561	48.15128362
1562	48.15128093
1563	48.15127824
1564	48.14259557
1565	48.14259557
1566	48.14259288
1567	48.14259557
1568	48.14259557
1569	48.14259557
1570	48.14257941
1571	48.14257941
1572	48.14257672
1573	48.135993
1574	48.135993
1575	48.12954843
1576	48.12954573
1577	48.12954843
1578	48.12954843
1579	48.12954843
1580	48.11491365
1581	48.11491365
1582	48.1148894
1583	48.1148894
1584	48.1100802
1585	48.11005865
1586	48.10976766
1587	48.10977035
1588	48.10976766
1589	48.10975418
1590	48.10975149
1591	48.10975418
1592	48.10975418
1593	48.10975149
1594	48.10975149
1595	48.10845278
1596	48.10845548
1597	48.10845548
1598	48.10845278
1599	48.10845278
1600	48.10845548
1601	48.09984323
1602	48.09982436
1603	48.09982436
1604	48.09637742
1605	48.09637742
1606	48.09637742
1607	48.09637472
1608	48.09636664
1609	48.09636933
1610	48.09636664
1611	48.09636664
1612	48.09636933
1613	48.09636124
1614	48.09635585
1615	48.09636124
1616	48.09635855
1617	48.09635855
1618	48.09635585
1619	48.09635585
1620	48.09635585
1621	48.09635316
1622	48.09267686
1623	48.09267416
1624	48.09267416
1625	48.09267416
1626	48.092596
1627	48.092596
1628	48.09249897
1629	48.09246932
1630	48.09246932
1631	48.09229681
1632	48.09229412
1633	48.09226986
1634	48.09226717
1635	48.09226986
1636	48.09226717
1637	48.09226447
1638	48.08808109
1639	48.08808109
1640	48.08038455
1641	48.08038724
1642	48.08037107
1643	48.08035489
1644	48.0803495
1645	48.08033332
1646	48.08033063
1647	48.08030636
1648	48.08029558
1649	48.08029018
1650	48.08028749
1651	48.08028749
1652	48.08028749
1653	48.08028479
1654	48.0802821
1655	48.08027401
1656	48.08027401
1657	48.08026592
1658	48.08026592
1659	48.08026592
1660	48.08026592
1661	48.08026592
1662	48.08003676
1663	48.08003406
1664	48.08003136
1665	48.08003406
1666	48.08003136
1667	48.08002867
1668	48.08003136
